,freq_sta0,time_sta0,freq_sta1,time_sta1,freq_sta2,time_sta2,freq_sta3,time_sta3,freq_sta4,time_sta4,freq_sta5,time_sta5,round_time,consumption_sta0,consumption_sta1,consumption_sta5,consumption_sta2,consumption_sta3,consumption_sta4,mean_acc
0,1.3010604941911943,8.901007175445557,1.3,7.627694845199585,1.4456789884252923,7.566871404647827,1.3,8.977445125579834,1.5421475350164342,7.583095550537109,1.3,6.91272759437561,8.977445125579834,0.026702695349916677,0.051517724887505556,0.030530115302622174,0.07821103546862224,0.05341016415184996,0.055313421969116705,0.6620701948801676
1,1.3010604941911943,6.665382146835327,1.3,6.826303958892822,1.4456789884252923,7.723125457763672,1.3,10.330503940582275,1.5421475350164342,7.322536945343018,1.3,8.143733024597168,10.330503940582275,0.05151121722431676,0.051517724887505556,0.061049067117561084,0.15643260972741108,0.08202316702256118,0.10492448737857774,0.3193224047621091
2,1.3010604941911943,8.387301206588745,1.3,6.9474897384643555,1.4456789884252923,8.325445652008057,1.3,7.210583686828613,1.5421475350164342,8.222406148910522,1.3,8.430234909057617,8.430234909057617,0.10112061518417229,0.10302523525531132,0.09156950835126099,0.20603288678561088,0.11065631916991692,0.12972452894444975,0.5679954389731089
3,1.3010604941911943,7.080158472061157,1.3,7.037643194198608,1.4456789884252923,9.315409660339355,1.3,8.89798879623413,1.5421475350164342,9.366532802581787,1.3,7.690634489059448,9.366532802581787,0.1259195615424388,0.12973311575357233,0.12208698505348858,0.23083129905134409,0.13927314970378346,0.154539920901972,0.6840546528498331
4,1.3010604941911943,6.891914367675781,1.3,6.200307846069336,1.4456789884252923,6.954550504684448,1.3,9.062382936477661,1.5421475350164342,7.466541290283203,1.3,8.643535375595093,9.062382936477661,0.15071721558752219,0.15644986600283367,0.12208698505348858,0.2804265356112607,0.16788517181528884,0.23465427777030512,0.6819627483685812
5,1.3010604941911943,7.028206825256348,1.3,6.158468723297119,1.4456789884252923,6.660998821258545,1.3,10.376234531402588,1.5421475350164342,9.658285140991211,1.3,7.598431825637817,10.376234531402588,0.17551557857686087,0.18316850465069517,0.12208698505348858,0.3052227081853884,0.19650976576562196,0.25945153601467186,0.7125235696633657
6,1.3010604941911943,7.428247928619385,1.3,7.173260450363159,1.4456789884252923,6.717893838882446,1.3,7.680361270904541,1.5421475350164342,7.716049671173096,1.3,8.067763566970825,8.067763566970825,0.20031144277613314,0.20988460159033945,0.15260478602618266,0.33002548856505526,0.2251241197632773,0.2842457359434609,0.7847151855627695
7,1.3010604941911943,6.612773180007935,1.3,11.06136441230774,1.4456789884252923,7.53903341293335,1.3,6.6999523639678955,1.5421475350164342,9.82475733757019,1.3,9.269389867782593,11.06136441230774,0.22512400531487745,0.26140514000101195,0.18313389513662115,0.35484156403385486,0.2785283310087664,0.30905042538602223,0.8229879935582479
8,1.3010604941911943,6.913883686065674,1.3,6.197376489639282,1.4456789884252923,7.9098899364471436,1.3,9.207858324050903,1.5421475350164342,7.35596489906311,1.3,8.259555339813232,9.207858324050903,0.24991720382016594,0.28810865238534017,0.2136693227524772,0.4044397158488488,0.30714104298979417,0.38916925686888226,0.8436176578203837
9,1.3010604941911943,8.199233531951904,1.3,7.976683855056763,1.4456789884252923,6.7108681201934814,1.3,6.594909906387329,1.5421475350164342,9.219345808029175,1.3,6.462850570678711,9.219345808029175,0.27472193141219303,0.28810865238534017,0.23846505819729968,0.4292360600955762,0.36055005153071706,0.4692950601667787,0.8589172760645548
10,1.3010604941911943,9.099741220474243,1.3,6.0471272468566895,1.4456789884252923,6.920173645019531,1.3,6.83748722076416,1.5421475350164342,8.063902616500854,1.3,7.327793836593628,9.099741220474243,0.32432204633516004,0.31483201361926166,0.23846505819729968,0.4540422691585599,0.3891687275450334,0.4940982125037452,0.8719598253568014
11,1.3010604941911943,9.494762182235718,1.3,6.318022966384888,1.4456789884252923,7.5434629917144775,1.3,7.49090051651001,1.5421475350164342,9.361449480056763,1.3,6.662670135498047,9.494762182235718,0.34911933954987073,0.3415363732396614,0.2689829402376104,0.4788630974150829,0.4177833406411505,0.518902145315218,0.8802559872468313
12,1.3010604941911943,7.713085174560547,1.3,6.994198799133301,1.4456789884252923,6.450608015060425,1.3,6.6419150829315186,1.5421475350164342,7.898261785507202,1.3,7.098415374755859,7.898261785507202,0.3739151592414326,0.36633742735596225,0.29950886704670465,0.5322719326938439,0.44639461883805576,0.5437017227292456,0.8877654075622559
13,1.3010604941911943,9.034854173660278,1.3,7.438172101974487,1.4456789884252923,7.142230749130249,1.3,6.438860893249512,1.5421475350164342,9.563488006591797,1.3,6.438180446624756,9.563488006591797,0.39872350944323276,0.39304320009618937,0.3300491936899045,0.5570727070473878,0.47500953077166097,0.5684980510803628,0.8911313017209371
14,1.3010604941911943,6.795337677001953,1.3,6.597842216491699,1.4456789884252923,6.501701831817627,1.3,6.719201564788818,1.5421475350164342,7.702782392501831,1.3,6.270734548568726,7.702782392501831,0.42353001734370455,0.4197481367272719,0.36056736026165537,0.610480245244281,0.5036188474501554,0.5933017343307403,0.8956926961739858
15,1.3010604941911943,7.4508957862854,1.3,7.460724830627441,1.4456789884252923,6.895824909210205,1.3,6.437759637832642,1.5421475350164342,9.25389552116394,1.3,7.270793914794922,9.25389552116394,0.4483185727409874,0.4712671125993712,0.415887881210694,0.6638981982455763,0.5322294008071943,0.6181091911991954,0.901149203379949
16,1.3010604941911943,9.302505254745483,1.3,6.416900157928467,1.4456789884252923,6.938908100128174,1.3,6.82810640335083,1.5421475350164342,7.298986434936523,1.3,7.884509325027466,9.302505254745483,0.4731174110090989,0.5227767863598509,0.415887881210694,0.7135046809503527,0.5608481276874674,0.6734219487317679,0.903483251730601
17,1.3010604941911943,7.314662456512451,1.3,7.379631042480469,1.4456789884252923,8.640423059463501,1.3,6.625399827957153,1.5421475350164342,7.678109884262085,1.3,5.8318891525268555,8.640423059463501,0.522714391317553,0.5494889570835526,0.4406880388145288,0.766915420523324,0.5894636484229775,0.6982243889453554,0.9060411055882772
18,1.3010604941911943,6.8953857421875,1.3,8.94798755645752,1.4456789884252923,7.494973182678223,1.3,6.244523048400879,1.5421475350164342,9.1686372756958,1.3,5.5707151889801025,9.1686372756958,0.5723135413769284,0.5762013074276582,0.47120912541003845,0.7917315722910578,0.6428861428003639,0.7230307887556717,0.9075873494148254
19,1.3010604941911943,9.768243312835693,1.3,7.844501495361328,1.4456789884252923,7.074532747268677,1.3,6.435690641403198,1.5421475350164342,6.352476358413696,1.3,5.920869827270508,9.768243312835693,0.5971123891824063,0.6029071818997971,0.47120912541003845,0.8451546770599114,0.6961966573661581,0.772633133832876,0.9099993507067362
