,round_time,consumption_sta0,consumption_sta1,consumption_sta4,consumption_sta5,consumption_sta3,consumption_sta2,mean_acc
0,87.25091552734375,0.03282727516666668,0.008788097500000005,0.016028667750000003,0.01770496958333332,0.009345864166666667,0.017328731583333333,0.9179894129435221
1,49.69324588775635,0.043742010333333345,0.024083591333333428,0.027452301500000005,0.02950621574999998,0.024641315833333337,0.030663366833333344,0.886788030465444
2,51.74091649055481,0.07797273916666657,0.03346973458333358,0.039447243999999985,0.04069440124999993,0.033411855833333344,0.04184749450000004,0.919545590877533
3,89.51334929466248,0.08861580275000001,0.04723965275000025,0.053593456416666595,0.05731997574999992,0.04314661816666671,0.05391332199999996,0.9395424822966257
4,88.96443271636963,0.09886420866666644,0.05731044125000079,0.06684692866666661,0.07019075883333323,0.05673912891666664,0.06544806974999995,0.9519140919049581
5,89.39186906814575,0.11093019308333306,0.06620757991666709,0.07810671433333322,0.0821066238333332,0.06526340058333333,0.07569130858333331,0.9613289535045624
6,88.35191893577576,0.12416110074999985,0.07377203466666665,0.08988081683333321,0.09316363525000002,0.07921618891666674,0.08580799575,0.9663865367571512
7,94.17524075508118,0.1349293586666671,0.09231907550000013,0.10161746516666659,0.10512606866666671,0.08794724516666666,0.09610287758333327,0.9705104033152262
8,50.77173328399658,0.15574407925000044,0.10333566341666717,0.11312733224999999,0.11564688949999999,0.09750652391666678,0.11052712991666644,0.974323054154714
9,89.17802000045776,0.16816474300000084,0.11148170683333408,0.12483021891666657,0.1268571825833333,0.10603254458333347,0.12307509641666634,0.9758014182249705
10,86.082275390625,0.17802709483333445,0.12269252550000115,0.13885167349999994,0.1401049274166666,0.11537485175000009,0.1337648551666664,0.9775910278161367
11,87.47958755493164,0.19046683300000122,0.13614185841666787,0.14975893566666648,0.15630950724999979,0.12481892391666674,0.144141628583333,0.9796918630599976
12,51.57315921783447,0.20107465350000142,0.14849351825000118,0.16037402708333331,0.17147037216666647,0.1340671382500002,0.15888050158333336,0.979536255200704
13,85.98869299888611,0.21296458824999953,0.15858361108333413,0.17107763425000028,0.18234942166666676,0.14379178933333372,0.1706451401666669,0.9795362452665964
14,50.99473190307617,0.22327618241666713,0.16832242708333417,0.1830103122500007,0.1929631513333334,0.15545600575000065,0.1802872819166669,0.9805477559566498
15,89.14454078674316,0.24591914041666674,0.17674731383333447,0.19810787841666738,0.20572612625000006,0.16516456133333415,0.19090010300000063,0.9814814726511637
16,52.353328227996826,0.2558874554999997,0.1873590154166685,0.209033863333334,0.21670286991666707,0.1738858255833348,0.20099810208333427,0.9821817477544149
17,49.72504115104675,0.28458508125000015,0.19908181266666852,0.21980267108333434,0.22754199333333366,0.18271115683333486,0.21835432133333413,0.9827264050642649
18,49.6346275806427,0.31461936074999985,0.22116671050000286,0.2310312614166679,0.23912618258333404,0.19259754908333485,0.2297675039166678,0.9836601118246714
19,51.04559278488159,0.32549571733333393,0.23229557391667016,0.24282264266666814,0.2508390697500009,0.2028687419166683,0.24228890716666776,0.983971357345581
