,round_time,consumption_sta1,host_consumption_sta1,consumption_sta0,host_consumption_sta0,consumption_sta2,host_consumption_sta2,consumption_sta5,host_consumption_sta5,consumption_sta4,host_consumption_sta4,consumption_sta3,host_consumption_sta3,mean_acc
0,35.4310736656189,0.34335674657191095,0.16446885168,0.4806869566548504,0.24390695868,0.41202638901557254,0.22282255436,0.4806979468803725,0.2248780814,0.41202761456718884,0.21163839116000002,0.5494083726934615,0.25597428864,0.9214203357696533
1,35.629780769348145,0.6523730885885879,0.31015498724,0.9270624467144946,0.48244982212000004,0.8240438542350671,0.42565547752000005,0.8927147142825378,0.43647080876000005,0.8240503730251834,0.41232104144000004,1.0300952927884062,0.50955077544,0.8953096469243368
2,35.05080461502075,0.9614225952082895,0.45705268728000004,1.3734147864061161,0.72140022612,1.2360614895376019,0.62595928136,1.3390813361807448,0.64878783592,1.2361241007602053,0.61323763424,1.5451316350187678,0.76098926036,0.9268176754315695
3,35.93210983276367,1.2361108803804433,0.6031461581600001,1.8197926878299637,0.95971456448,1.6137431074735682,0.82560333324,1.7511068509377035,0.8636333675200001,1.6825111946159619,0.8154669628000001,2.0601882028247083,1.01530305268,0.9457438488801321
4,34.492114782333374,1.5451504315789046,0.7492501741200001,2.26614395138871,1.1997956975200001,2.025774699122654,1.0249943536000001,2.1631351378892356,1.07753942156,2.094549076158367,1.0181793000400001,2.575241427783638,1.26856033668,0.9581180612246195
5,37.52265000343323,1.85414269492387,0.89532937536,2.7468372424445993,1.43820987492,2.4378403836784566,1.2245479834000002,2.57515144272912,1.29401173076,2.472233628424154,1.22030465396,3.055947238222828,1.52164691028,0.9661293029785156
6,38.175134897232056,2.1631568608313865,1.0410056675200001,3.1931899175336196,1.6769589099200002,2.815528928921748,1.42471771764,3.0215034740458835,1.50767627136,2.884252072813291,1.42052425648,3.5366372500141274,1.7718415310400002,0.9701452553272247
7,35.407758951187134,2.4378398336903055,1.18626910416,3.673874353144552,1.9161199456000002,3.1932222078780272,1.62577034536,3.4678541510565823,1.7199992969600002,3.26193598289638,1.6222166066400001,4.017331455067644,2.0257583614800003,0.973428895076116
8,37.676194190979004,2.712528288945504,1.33219647932,4.154566580784042,2.1567760480000002,3.5709130071189756,1.8285923479600001,3.9142275190521376,1.93375202104,3.6396179918643745,1.82447784204,4.532373885317064,2.2810604056800003,0.9750741720199585
9,36.845245599746704,3.0215657625875965,1.47729258964,4.600925830297804,2.39711516912,3.98295330797339,2.03170014348,4.326269654260071,2.14678097508,4.017309654237009,2.0263666738,5.047421821806161,2.53476684384,0.9775026043256124
10,35.16230630874634,3.2962647645807595,1.6236500982800002,5.081625369918399,2.6361273352400003,4.360650198412501,2.23305561892,4.738284752623064,2.3601071040400003,4.394992645553769,2.2273964692000003,5.5624768715812465,2.78950540288,0.9787629048029581
11,35.462146043777466,3.570961148566778,1.76924463296,5.562316354521094,2.8742815250800002,4.772687094427014,2.4324987456000002,5.150346011840743,2.57394649064,4.772698302422411,2.42764871272,6.043168741569481,3.04342746316,0.9787195324897766
12,38.894015073776245,3.845668920168589,1.9152360267600002,6.042800906001418,3.113049905,5.150369960168441,2.6319573218400003,5.562372116324878,2.78979228836,5.18475630780849,2.6281134166,6.5582039997191615,3.2999976556400004,0.9798921346664429
13,35.082650661468506,4.120369912292259,2.06088817088,6.48916291340371,3.35166258028,5.562400377131866,2.8321836404400003,5.974403466360667,3.00594202776,5.596792741260726,2.83012890076,7.038895639221046,3.5541465313200002,0.9809334675470988
14,37.273112535476685,4.395049817298241,2.2072317682800002,6.935518497389559,3.5902125702800003,5.940098672743006,3.0323890408,6.386437800002672,3.2202950819200002,6.008829351154246,3.03172944396,7.553932029138245,3.8080369919200003,0.9807703693707784
15,39.20386075973511,4.669734454427652,2.35340783468,7.416226388564247,3.8296748308,6.317807325934347,3.23373592024,6.7984628760407775,3.43807816212,6.420858437655026,3.2357082212000003,8.034624290158526,4.0603294536000005,0.9817187587420145
16,38.09273314476013,4.944395969801126,2.50024502,7.931248714044713,4.0686148949600005,6.6954903681170785,3.43331433032,7.244817247191503,3.65332996924,6.8328835423052166,3.43750914276,8.515315964630759,4.31430098876,0.9824521243572235
17,35.7447669506073,5.21910228854409,2.64673707676,8.377611379525305,4.308278763600001,7.107508108330642,3.63318085732,7.656839792648317,3.8670705598,7.21057018643342,3.63859835948,8.996006327715058,4.56840336316,0.9827076693375906
18,39.008501291275024,5.528140876468496,2.7935672035600003,8.823974006856417,4.54618921932,7.51957653805851,3.8322933479600003,8.068863733739764,4.08122850044,7.588261446647072,3.8398468872400002,9.476711643800733,-68.57982060244001,0.9825612902641296
19,36.28975796699524,5.837161910869566,2.94057248436,9.304713428565307,4.78483210912,7.931619739861966,4.0319016990000005,8.48091312847328,4.2986022119600005,8.000315300099507,4.04109738032,9.99177075172529,-68.32714062916,0.9813385307788849
