,freq_sta0,freq_sta1,freq_sta2,freq_sta3,freq_sta4,freq_sta5,round_time,consumption_sta1,host_consumption_sta1,consumption_sta0,host_consumption_sta0,consumption_sta4,host_consumption_sta4,consumption_sta3,host_consumption_sta3,consumption_sta2,host_consumption_sta2,consumption_sta5,host_consumption_sta5,mean_acc
0,2.1,2.1,2.1,2.1,2.1,2.1,105.62074565887451,2.5721189686463344,0.9562944854400001,2.138373237842233,0.91515118464,1.9970999068324389,0.9230618485200001,2.356080983657992,0.94287656568,2.4312616162419483,0.94800724816,2.031981893932958,0.9182465068000001,0.9701166749000549
1,2.1,2.1,2.1,2.1,2.1,2.1,107.83340954780579,5.148989950898629,-71.49265044516001,4.277371557874927,1.81999617772,3.9940595285385676,1.8380918155600001,4.674233222336503,1.8680136454,4.860626574524347,1.8823885766000001,4.02884339680039,1.82493863384,0.9665166735649109
2,2.1,2.1,2.1,2.1,2.1,2.1,108.27983069419861,7.692355873161253,-70.54375606516001,6.4152179515824965,2.7250022934400002,5.993283309964436,2.7558114948,7.015775712883673,2.7979414918,7.33122620406698,2.81918542892,6.02225157815392,2.7380816822800003,0.9795499940713247
3,2.1,2.1,2.1,2.1,2.1,2.1,108.96612906455994,10.277733809754237,-69.58635515216001,8.588505290428392,3.6466094408800003,7.9964304222813105,3.67225841136,9.338208418685433,3.73184345128,9.809730113802772,3.76017473384,8.016866931029,3.6488660303200002,0.9839999973773956
4,2.1,2.1,2.1,2.1,2.1,2.1,106.38774752616882,12.862468113978634,-68.63383065952,10.724500435168713,4.5509133194,10.000016337711589,4.59071833556,11.648131423192787,4.66663876336,12.209591174256758,4.69489609792,10.014511923799375,4.55943668768,0.9863166511058807
5,2.1,2.1,2.1,2.1,2.1,2.1,105.99241995811462,15.422810202383571,-67.68244043372,12.864353948616516,5.45457457076,12.043682496107795,5.507257930160001,13.953126376559418,5.6015481494,14.688022738297747,5.63636350704,12.011208128206889,5.468324888320001,0.9873499969641367
6,2.1,2.1,2.1,2.1,2.1,2.1,105.36839199066162,18.017314845709265,-66.69296128208,15.081362927223287,6.407741622800001,14.07394951905859,6.4286993066800004,16.269656021457344,6.54854761232,17.203004676885783,6.613252619680001,14.04694129416751,6.380981047840001,0.9882500072320303
7,2.1,2.1,2.1,2.1,2.1,2.1,107.33442282676697,20.568066476106466,-65.74412381124,17.262247528892026,7.31102833356,16.114041107398453,7.348891795,18.548225322490502,7.4700481534000005,19.63754690246867,7.546376498080001,16.086659736215623,7.29126112736,0.9886833230654398
8,2.1,2.1,2.1,2.1,2.1,2.1,108.16616868972778,23.175373587681563,-64.79046272720001,19.396204029716124,8.216037935840001,18.157290638648266,8.25789953884,20.872120370469382,8.404056240440001,22.120728358051494,8.47742940016,18.12361494563153,8.19567619248,0.9886999924977621
9,2.1,2.1,2.1,2.1,2.1,2.1,106.66349911689758,25.771908381898513,-63.84142258816,21.575419883107735,9.122238475,20.199145735361174,9.171990045400001,23.176523143971046,9.32877118544,24.53618901041959,9.40853017048,20.11949870310123,9.100167324080001,0.9886333247025808
10,2.1,2.1,2.1,2.1,2.1,2.1,109.28407120704651,28.36149566865059,-62.890558437840006,23.75564661470903,10.024514598,22.239831000932544,10.08377498408,25.490545167200757,10.25138839144,27.010316736020272,10.34182269092,22.156546300988012,10.0104418834,0.9891166687011719
11,2.1,2.1,2.1,2.1,2.1,2.1,108.82375717163086,30.960833186556144,-61.93664198092,25.97350611818984,10.93013760412,24.2866501443976,11.006341194240001,27.86310941476483,11.18305182652,29.450462000794985,11.28051591268,24.148070928723783,10.917127567640001,0.9891000092029572
12,2.1,2.1,2.1,2.1,2.1,2.1,108.04877424240112,33.56012516830448,-60.99050097252,28.11260663587509,11.829489969920001,26.32082158882041,11.91404970308,30.178478234974584,12.10124330408,31.89685947992986,12.213144767880001,26.141726356770718,11.8199592966,0.9895833333333334
13,2.1,2.1,2.1,2.1,2.1,2.1,105.24327969551086,36.149750442388054,-60.04030693024,30.292298271929944,12.73872119716,28.317095324444427,12.825852859680001,32.49539075268873,13.028171651600001,34.385734649628674,13.14918729376,28.09791897675983,12.72407134236,0.9895000159740448
14,2.1,2.1,2.1,2.1,2.1,2.1,109.2776267528534,38.78297212107084,-59.0860485922,32.46690541700817,13.64144688396,30.361308930866347,13.741058133880001,34.812745273302816,13.95514431304,36.85952065615042,14.082264824600001,30.05473606218972,13.628375768560002,0.9895833333333334
