,time_sta0,time_sta1,time_sta2,time_sta3,time_sta4,time_sta5,round_time,consumption_sta1,consumption_sta0,consumption_sta4,consumption_sta3,consumption_sta5,consumption_sta2,mean_acc
0,12.817598104476929,17.909406185150146,22.5233736038208,23.232474088668823,17.304033994674683,11.097501754760742,23.232474088668823,0.4550910281988887,0.20545747361119449,0.24123814769798324,0.5150580588142613,0.11717945037797772,0.5585317349896168,0.9040083984533945
1,11.182966709136963,16.30725073814392,22.733134508132935,26.426117420196533,17.213321924209595,10.830366611480713,26.426117420196533,0.9136583486592833,0.41684722902808313,0.44358537635946105,1.0203437963444597,0.23381081849528318,1.149759031667031,0.8737667798995972
2,11.209144592285156,16.820662260055542,22.195016384124756,21.77890419960022,16.18673348426819,11.752084732055664,22.195016384124756,1.3331176780282792,0.6207168852767049,0.6857193418859029,1.4959346693534834,0.3923058392566494,1.6515396693197075,0.914727638165156
3,11.007527828216553,16.22909665107727,23.62962031364441,23.343578815460205,17.74918842315674,12.549148559570312,23.62962031364441,1.7952028673106042,0.8362527962611777,0.9238313808142808,2.006441496794411,0.5082211355263775,2.162105162692563,0.9329167505105337
4,12.36652660369873,19.82647967338562,22.823400259017944,23.376770496368408,18.245723247528076,12.201751708984375,23.376770496368408,2.2593282837120183,1.0351623669439574,1.1642398062243617,2.5299102143372463,0.6260052104433127,2.661875507840997,0.9456200003623962
5,11.6138596534729,16.72477889060974,23.115310430526733,24.13541054725647,15.778399229049683,9.882813692092896,24.13541054725647,2.6826666381351876,1.2028456708563764,1.4022846703001828,3.0082657251505265,0.7452265585691036,3.2170930031452594,0.9543637931346893
6,10.111584424972534,15.932729959487915,23.67337417602539,24.391259908676147,18.3251211643219,12.01133131980896,24.391259908676147,3.1463274464881144,1.406120584867473,1.6788636096595542,3.5231914545918532,0.8640882462396524,3.7497393188093584,0.9599567254384359
7,11.627873659133911,16.72774887084961,23.7106294631958,24.384191751480103,20.788140296936035,10.784370422363281,24.384191751480103,3.6111955900873793,1.574626388102107,1.9194203522482307,3.9896512241421083,0.9842517081612661,4.291738969702487,0.9671546121438345
8,10.160607814788818,16.98554039001465,22.965821027755737,22.469377517700195,17.968780040740967,9.348941564559937,22.965821027755737,4.028135934015789,1.7402557946698882,2.156523223334879,4.457812114970931,1.1018669462552202,4.868086519931485,0.968428393205007
9,12.314954996109009,16.567208766937256,23.94132947921753,26.836350917816162,20.067604303359985,12.420140027999878,26.836350917816162,4.481001697465763,1.9119189558560092,2.395427593305136,5.011926693298253,1.2202412045484143,5.373219953663832,0.9709376792112986
10,11.883742332458496,16.593886137008667,22.87068772315979,25.112584352493286,19.055358171463013,12.215078830718994,25.112584352493286,4.934923551011912,2.1176091316765095,2.635800776555825,5.530498675643759,1.3362211514476519,5.958768490816294,0.9719979763031006
11,11.893556833267212,19.041287422180176,24.037060260772705,24.533504009246826,19.49859595298767,11.697363376617432,24.533504009246826,5.358061700213148,2.3287073488691306,2.8722766818221,5.999558620647473,1.4901836324847855,6.458332080161445,0.9731649359067281
12,11.217934846878052,16.99517297744751,22.813910007476807,23.095023155212402,15.18566632270813,11.663687467575073,23.095023155212402,5.78117773702975,2.495221130014933,3.112378293325633,6.554975728267383,1.6103537610257055,7.0152065228410025,0.9744488994280497
13,10.763157606124878,16.56801676750183,22.29436945915222,24.749293565750122,17.68357515335083,11.986201524734497,24.749293565750122,6.2058020893099615,2.6643685818459204,3.3552168159189573,7.02496863437403,1.7265501330284598,7.522403475531402,0.9753628174463908
14,11.776725053787231,15.637799739837646,22.653619527816772,24.43472123146057,18.294710397720337,13.600264549255371,24.43472123146057,6.625720224829386,2.9129055316038475,3.6018361255106863,7.49302708593704,1.8420993517847384,8.065460697991643,0.9761314789454142
15,11.489362955093384,17.471141815185547,24.125606775283813,24.774423360824585,19.589659929275513,12.397175073623657,24.774423360824585,7.050512296471118,3.080313374113082,3.8821090220927412,8.007680924129428,1.960993218530425,8.704196550775986,0.9762771824995676
16,13.010567903518677,16.2403244972229,25.46280860900879,24.75585389137268,17.610403537750244,10.458227396011353,25.46280860900879,7.469931233502712,3.251725516577224,4.125334375509389,8.520785181851775,2.078767566922912,9.26033741100277,0.9777460197607676
17,11.312857627868652,16.684775829315186,21.29450011253357,25.243109464645386,18.802984952926636,11.638348579406738,25.243109464645386,7.917896937983094,3.458732713718966,4.365414022457493,9.038982309127388,2.1957915343808088,9.852991610592365,0.9790883660316467
18,12.521862030029297,16.504140615463257,22.72316336631775,23.90193510055542,19.635316371917725,11.732035636901855,23.90193510055542,8.384111592441343,3.6617166967181305,4.640635920115535,9.554774064842828,2.3141675205269356,10.353441588489463,0.978903462489446
19,10.761195421218872,17.77487587928772,22.038269519805908,21.910634517669678,16.439647674560547,11.592835426330566,22.038269519805908,8.841199626003146,3.8673930258717917,4.883052644720216,10.068833287962558,2.465645248911584,10.890177476114278,0.9800414939721426
