,freq_sta0,freq_sta1,freq_sta2,freq_sta3,freq_sta4,freq_sta5,round_time,consumption_sta0,host_consumption_sta0,consumption_sta1,host_consumption_sta1,consumption_sta2,host_consumption_sta2,consumption_sta4,host_consumption_sta4,consumption_sta3,host_consumption_sta3,consumption_sta5,host_consumption_sta5,mean_acc
0,1.3,1.600362818683918,2.5,2.5,1.3,1.3,23.39106822013855,0.005425858833333333,0.08221581508,0.01321102575,0.16330418132000002,0.01734848908333334,0.20004902932000002,0.011289902499999999,0.10994181016,0.017053694666666664,0.19806698772,0.0035128046666666694,0.05905455584,0.9046501119931539
1,1.3,1.600362818683918,2.5,2.5,1.3,1.3,24.345669984817505,0.009104294,0.16091097764,0.026630891833333333,0.32168901324000004,0.034014334333333354,0.3966179084,0.021765080416666666,0.21583631216000002,0.03169054008333333,0.39347734944,0.00710521791666667,0.11399918572,0.8757117390632629
2,1.3,1.600362818683918,2.5,2.5,1.3,1.3,26.835968494415283,0.016479565666666668,0.23853435312000001,0.037507251500000005,0.47928761132000003,0.05115100458333336,0.59197723956,0.031048198500000006,0.32123126224000004,0.04759546491666666,0.60581380776,0.010763774833333337,0.16746036944,0.9172958036263784
3,1.3,1.600362818683918,2.5,2.5,1.3,1.3,23.76938772201538,0.020019485166666663,0.31510463824,0.047554129750000014,0.63630857444,0.06820970350000002,0.78689548308,0.03854996700000001,0.42630068544000005,0.06127657874999999,0.8001905954,0.010939161000000006,0.22127433804000002,0.9331984519958496
4,1.3,1.600362818683918,2.5,2.5,1.3,1.3,26.253593921661377,0.023623454749999995,0.39223950192,0.060764828666666666,0.79300512144,0.08537271158333336,0.98163093448,0.04615787925000001,0.53037514068,0.07912023266666665,0.9937183958800001,0.01466933141666667,0.27493494308,0.9468549092610677
5,1.3,1.600362818683918,2.5,2.5,1.3,1.3,24.39110040664673,0.02827211933333333,0.46991426636,0.07071774233333333,0.95118950668,0.09905177191666671,1.1767122318,0.057374077749999995,0.6344697959600001,0.09671955708333332,1.1869546959200001,0.01851958533333334,0.32925222316,0.9523992240428925
6,1.3,1.600362818683918,2.5,2.5,1.3,1.3,24.239861726760864,0.035815438833333345,0.54712203532,0.08080106866666666,1.10832033956,0.11532653950000009,1.37110513484,0.06489879858333333,0.7383629968400001,0.1141764900833333,1.3810965669200002,0.022340353333333344,0.3820569536,0.9594607750574747
7,1.3,1.600362818683918,2.5,2.5,1.3,1.3,26.094848155975342,0.040383058000000006,0.6241008006800001,0.0909682030833333,1.2647195072400002,0.12894327950000012,1.5660939254800001,0.07637378433333333,0.84306425448,0.1317549619166666,1.5755258545600002,0.02604723533333334,0.43598620996000004,0.963137686252594
8,1.3,1.600362818683918,2.5,2.5,1.3,1.3,24.072128295898438,0.04409555166666667,0.70065153508,0.1012274705833333,1.42127256852,0.1460661672500001,1.7607743473600002,0.0838347295,0.94684659384,0.14589056524999997,1.76857233784,0.029672097583333338,0.48934230884,0.9658511181672415
9,1.3,1.600362818683918,2.5,2.5,1.3,1.3,24.3014235496521,0.051228544250000015,0.7772887948,0.11110112408333332,1.5790605726,0.1633460120833334,1.95535253788,0.09487780191666668,1.05113738884,0.1636091499166666,1.96171308844,0.030239918083333334,0.543036837,0.9688272674878439
10,1.3,1.600362818683918,2.5,2.5,1.3,1.3,26.19150996208191,0.05474886916666668,0.85373565732,0.12437739624999998,1.73542520172,0.18061663158333344,2.15008228092,0.10223589325000003,1.1552761696,0.18097869199999997,2.15626889212,0.03389276158333333,0.59559583356,0.9707142611344656
11,1.3,1.600362818683918,2.5,2.5,1.3,1.3,25.636932134628296,0.06023114066666669,0.9299726570400001,0.13441068624999997,1.8917205829200001,0.19789453700000006,2.34496514868,0.11336090833333336,1.25826036392,0.19859058408333335,2.3472261472800002,0.03684896600000001,0.6484709226800001,0.9725817441940308
12,1.3,1.600362818683918,2.5,2.5,1.3,1.3,23.094585180282593,0.06392692883333334,1.0085051928,0.1446261303333333,2.04954088668,0.21507154341666665,2.5406169210800003,0.12452829766666666,1.3608565003600002,0.21588393699999991,2.53858865288,0.03694127791666667,0.70139844376,0.9735931654771169
13,1.3,1.600362818683918,2.5,2.5,1.3,1.3,24.496070384979248,0.06761388325,1.08522202236,0.1545358310833333,2.20594179764,0.22883102633333338,2.73827107064,0.13376301666666668,1.46425452404,0.23206243058333326,2.75027481008,0.04075999550000001,0.7576862291600001,0.975635955731074
14,1.3,1.600362818683918,2.5,2.5,1.3,1.3,23.558311223983765,0.07120743425,1.16235871444,0.16454210799999994,2.3611680234800003,0.24274391741666676,2.9322812820000004,0.14099304483333333,1.56641203376,0.2497778270833333,2.94319800768,0.040795090000000006,0.8108709002800001,0.9765793085098267
