,freq_sta0,freq_sta1,freq_sta2,consumption_sta0,consumption_sta2,consumption_sta1,mean_acc
0,2.03,2.03,2.03,0.052985488666666684,0.04917386533333329,0.06745102249999996,0.9235916535059611
