,freq_sta1,freq_sta2,freq_sta0,consumption_sta0,consumption_sta1,consumption_sta2,mean_acc
0,2.03,2.03,2.03,0.05394481883333334,0.061040575166666694,0.04614889966666666,0.919545590877533
