,freq_sta1,freq_sta0,round_time,consumption_sta1,consumption_sta0,mean_acc
0,2.37,2.73,87.27270174026489,0.02939772949999998,0.033207601083333316,0.9226669073104858
1,2.37,2.73,83.71658086776733,0.05973592200000008,0.0623271781666667,0.9204500615596771
