,freq_sta3,freq_sta0,freq_sta2,freq_sta1,freq_sta5,freq_sta4,consumption_sta1,consumption_sta0,consumption_sta5,consumption_sta3,consumption_sta2,consumption_sta4,mean_acc
0,2.49,2.49,2.49,2.49,2.49,2.49,0.03424800758333333,0.012671099250000002,0.01058730283333333,0.014246391916666665,0.010442763416666667,0.010026315249999997,0.9128540257612864
