,freq_sta1,freq_sta5,freq_sta4,freq_sta2,freq_sta0,freq_sta3,consumption_sta1,consumption_sta0,consumption_sta5,consumption_sta3,consumption_sta4,consumption_sta2,mean_acc
0,2.49,2.49,2.49,2.49,2.49,2.49,0.012542073666666669,0.020583495083333347,0.011401080500000002,0.01147418016666667,0.010645040083333336,0.011288541083333336,0.9179115990797678
1,2.49,2.49,2.49,2.49,2.49,2.49,0.050157068583333395,0.0294401095833334,0.025927141666666674,0.02152603491666667,0.02100653258333335,0.024949586250000006,0.8966697752475739
