,freq_sta2,freq_sta4,freq_sta1,freq_sta0,freq_sta5,freq_sta3,round_time,consumption_sta0,consumption_sta1,consumption_sta5,consumption_sta4,consumption_sta2,consumption_sta3,mean_acc
0,1.05,1.05,1.05,1.05,0.93,1.31,151.00469541549683,0.029783979916666682,0.023425059916666668,0.025939264333333337,0.025211676083333336,0.025538014583333334,0.02417180841666667,0.925690641005834
