,freq_sta0,freq_sta2,freq_sta1,consumption_sta0,consumption_sta1,consumption_sta2,mean_acc
0,2.03,2.03,2.03,0.024096110166666653,0.022347909416666673,0.02045457708333333,0.9200124343236288
1,2.03,2.03,2.03,0.04690670833333335,0.04986506333333335,0.04195136225000001,0.9167444705963135
