,time_sta4,time_sta5,round_time,consumption_sta1,consumption_sta0,consumption_sta2,consumption_sta3,consumption_sta5,consumption_sta4,mean_acc,time_sta0,time_sta1,time_sta2,time_sta3
0,20.279810667037964,10.586387395858765,20.279810667037964,0.0,0.0,0.0392136873679223,0.0,0.15572658708517784,0.30973837312886116,0.370445699741443,,,,
1,,,26.355454206466675,0.47788496893316657,0.21204104788050548,0.639674370992922,0.5723692761581671,0.15572658708517784,0.30973837312886116,0.8804199000199636,13.0637366771698,19.154497146606445,24.28288698196411,26.355454206466675
2,17.008748531341553,11.405128955841064,17.008748531341553,0.47788496893316657,0.45622893936369513,0.639674370992922,0.5723692761581671,0.2743520993554003,0.5538829617882601,0.9279553790887197,12.182141542434692,,,
3,,10.862449884414673,24.6342716217041,1.0886542265891106,0.6275972941879062,0.639674370992922,0.5723692761581671,0.39715853566338977,0.5538829617882601,0.9398790299892426,10.570619106292725,24.6342716217041,,
4,21.003666877746582,13.012939214706421,25.439609050750732,1.0886542265891106,0.7992591265009392,1.19271623241485,1.0756016329510794,0.5135103715115021,0.8335776141875708,0.9510849018891653,12.039155960083008,,23.27024745941162,25.439609050750732
5,15.795750856399536,10.338273763656616,15.795750856399536,1.0886542265891106,0.967343126978252,1.19271623241485,1.1155325350610181,0.6314437554931636,1.0695628092223533,0.9573971728483835,11.210196018218994,,,
6,,11.585342407226562,11.585342407226562,1.128713097905861,1.13484166189668,1.2264306534984781,1.1487251254857243,0.7889906189473623,1.0695628092223533,0.9594593048095703,10.016860723495483,,,
7,18.259402751922607,16.232776165008545,18.259402751922607,1.128713097905861,1.1685589918771417,1.2264306534984781,1.1487251254857243,0.9492081246886346,1.3037533341280543,0.9611713488896688,,,,
8,,10.893969297409058,23.058995008468628,1.548069366490655,1.1685589918771417,1.262484120115352,1.6220037450140308,1.0719225508412644,1.3037533341280543,0.9641762574513754,,17.429128170013428,,23.058995008468628
9,15.730914115905762,11.267389059066772,23.634881019592285,1.5881011103574818,1.3802754561474448,1.7590683616891587,1.6620852771139814,1.190254765243068,1.5511369333140983,0.9701193670431772,10.640558958053589,,23.634881019592285,
10,,13.352092504501343,13.352092504501343,1.5881011103574818,1.589463216400525,1.7590683616891587,1.695014240417969,1.3127079851765582,1.5911914079048166,0.9722984234491984,13.279374599456787,,,
11,,9.56025743484497,15.735367059707642,2.0402234678670195,1.589463216400525,1.791226604034569,1.695014240417969,1.4400084954194443,1.5911914079048166,0.9722010890642802,,15.735367059707642,,
12,15.503464460372925,15.192572355270386,15.503464460372925,2.0796420814533865,1.7975564207681072,1.791226604034569,1.695014240417969,1.59174112900299,1.8340851693363234,0.9752457042535146,11.164543867111206,,,
13,,9.537338018417358,25.6651771068573,2.0796420814533865,2.045832800131326,2.3217882166596935,2.1609451105310353,1.7129083971767112,1.8340851693363234,0.9777353207270304,10.877686977386475,,23.805195331573486,25.6651771068573
14,17.57200527191162,14.018511295318604,17.57200527191162,2.0796420814533865,2.0843051034805353,2.3611175541358156,2.1609451105310353,1.8305628831240628,2.114477553227112,0.9772397875785828,,,,
15,,12.87773585319519,15.83422327041626,2.503092402971664,2.2553312989173304,2.3611175541358156,2.19592672814288,1.951690175425401,2.114477553227112,0.9776870210965475,12.621828556060791,15.83422327041626,,
16,14.96839714050293,10.618727684020996,26.405381202697754,2.503092402971664,2.2553312989173304,2.3611175541358156,2.7039266174268843,2.0704264483138455,2.3536642069968474,0.9803325136502584,,,,26.405381202697754
17,15.303351402282715,12.67186713218689,23.328452825546265,2.503092402971664,2.464076763791248,2.9039149882654405,2.7039266174268843,2.187731009867757,2.6026779281248738,0.9804102381070455,11.762563943862915,,23.328452825546265,
18,,10.542389869689941,17.362062215805054,2.9328006231205674,2.6303918005217573,2.936607911281796,2.7039266174268843,2.309646749913188,2.6360728506042905,0.9813344379266103,11.88327431678772,17.362062215805054,,
19,15.288329124450684,14.642832517623901,15.288329124450684,2.9328006231205674,2.8017408898653007,2.976662389051632,2.737761436637751,2.4290761064164204,2.8767109850800994,0.9820154507954916,11.860928535461426,,,
20,,11.680224418640137,22.915190935134888,2.9328006231205674,2.8017408898653007,2.976662389051632,3.2039887821519,2.5484798296571713,2.8767109850800994,0.9814612964789072,,,,22.915190935134888
21,15.426711082458496,9.93777847290039,15.426711082458496,2.9328006231205674,2.972874862314115,2.976662389051632,3.241890971923436,2.7027570660481604,3.074706251338694,0.9817139804363251,10.750360250473022,,,
22,,10.766710758209229,23.63717269897461,3.3545516958632686,3.143890325034292,3.4811944568452864,3.2757427294975057,2.8625123751051578,3.074706251338694,0.9833771387736002,12.865782022476196,18.648789644241333,23.63717269897461,
23,17.40187931060791,12.2716383934021,17.40187931060791,3.3545516958632686,3.3941395532002336,3.4811944568452864,3.2757427294975057,2.9816683588885016,3.3477132704401145,0.9826671878496805,11.232887744903564,,,
24,,11.174063920974731,24.15327739715576,3.3545516958632686,3.3941395532002336,3.4811944568452864,3.8280676003055274,3.135601131028469,3.382073210701404,0.9822394549846649,,,,24.15327739715576
25,16.071569204330444,13.629330396652222,18.151872158050537,3.7798459750320004,3.558172024682904,3.5141805092365805,3.8672547404133337,3.251577156480447,3.623737155723785,0.9832793871561686,9.880165100097656,18.151872158050537,,
26,,10.510666847229004,22.522234201431274,3.8196132985871185,3.7250813442677786,4.064739916511384,3.8672547404133337,3.3752136250407534,3.623737155723785,0.9840868214766184,12.704051733016968,,22.522234201431274,
